"Source	Target	Weight"
2178	1767	1
2178	1970	1
2178	2065	1
2178	2086	1
2178	2087	1
2178	2103	1
2178	2104	1
2178	2327	1
2327	1	1
2327	41	1
2327	152	1
2327	303	1
2327	457	1
2327	475	1
2327	960	1
2327	976	1
2327	1009	1
2327	1029	1
2327	1039	1
2327	1195	1
2327	1371	1
2327	1383	1
2327	1448	1
2327	1548	1
2327	1636	1
2327	1704	1
2327	1767	1
2327	1970	1
2327	2065	1
2327	2086	1
2327	2087	1
2327	2103	1
2327	2104	1
2327	2178	1
3	39	1
3	132	1
3	152	1
3	265	1
3	494	1
3	845	1
3	992	1
3	1009	1
3	1039	1
3	1383	1
3	1458	1
3	1533	1
3	1616	1
3	1646	1
3	1767	1
3	1784	1
3	1839	1
3	2086	1
39	3	1
39	132	1
39	152	1
39	265	1
39	494	1
39	845	1
39	992	1
39	1009	1
39	1039	1
39	1383	1
39	1458	1
39	1533	1
39	1616	1
39	1646	1
39	1767	1
39	1784	1
39	1839	1
39	2086	1
132	3	1
132	39	1
132	152	1
132	265	1
132	494	1
132	845	1
132	992	1
132	1009	1
132	1039	1
132	1383	1
132	1458	1
132	1533	1
132	1616	1
132	1646	1
132	1767	1
132	1784	1
132	1839	1
132	2086	1
265	3	1
265	39	1
265	132	1
265	152	1
265	494	1
265	845	1
265	992	1
265	1009	1
265	1039	1
265	1383	1
265	1458	1
265	1533	1
265	1616	1
265	1646	1
265	1767	1
265	1784	1
265	1839	1
265	2086	1
494	3	1
494	39	1
494	132	1
494	152	1
494	159	1
494	265	1
494	833	1
494	845	1
494	992	1
494	1009	1
494	1039	1
494	1175	1
494	1346	1
494	1383	1
494	1458	1
494	1517	1
494	1533	1
494	1616	1
494	1646	1
494	1737	1
494	1767	1
494	1784	1
494	1834	1
494	1839	1
494	2086	1
494	2128	1
845	3	1
845	39	1
845	132	1
845	152	1
845	265	1
845	494	1
845	992	1
845	1009	1
845	1039	1
845	1383	1
845	1458	1
845	1533	1
845	1616	1
845	1646	1
845	1767	1
845	1784	1
845	1839	1
845	2086	1
992	3	1
992	39	1
992	112	1
992	132	1
992	152	1
992	265	1
992	330	1
992	355	1
992	384	1
992	494	1
992	525	1
992	564	1
992	599	1
992	845	1
992	906	1
992	984	1
992	1003	1
992	1009	1
992	1039	1
992	1227	1
992	1383	1
992	1458	1
992	1498	1
992	1533	1
992	1616	1
992	1646	1
992	1767	1
992	1784	1
992	1822	1
992	1839	1
992	2086	1
1458	3	1
1458	39	1
1458	132	1
1458	152	1
1458	265	1
1458	494	1
1458	845	1
1458	992	1
1458	1009	1
1458	1039	1
1458	1383	1
1458	1533	1
1458	1616	1
1458	1646	1
1458	1767	1
1458	1784	1
1458	1839	1
1458	2086	1
1533	3	1
1533	39	1
1533	132	1
1533	152	1
1533	265	1
1533	494	1
1533	845	1
1533	992	1
1533	1009	1
1533	1039	1
1533	1383	1
1533	1458	1
1533	1616	1
1533	1646	1
1533	1767	1
1533	1784	1
1533	1839	1
1533	2086	1
1616	3	1
1616	39	1
1616	132	1
1616	152	1
1616	265	1
1616	384	1
1616	494	1
1616	845	1
1616	992	1
1616	1009	1
1616	1039	1
1616	1383	1
1616	1458	1
1616	1533	1
1616	1587	1
1616	1646	1
1616	1767	1
1616	1784	1
1616	1839	1
1616	1979	1
1616	2066	1
1616	2068	1
1616	2069	1
1616	2086	1
1616	2151	1
1646	3	1
1646	39	1
1646	132	1
1646	152	1
1646	265	1
1646	494	1
1646	845	1
1646	992	1
1646	1009	1
1646	1039	1
1646	1383	1
1646	1458	1
1646	1533	1
1646	1616	1
1646	1767	1
1646	1784	1
1646	1839	1
1646	2086	1
1784	3	1
1784	39	1
1784	132	1
1784	152	1
1784	265	1
1784	494	1
1784	845	1
1784	992	1
1784	1009	1
1784	1039	1
1784	1383	1
1784	1458	1
1784	1533	1
1784	1616	1
1784	1646	1
1784	1767	1
1784	1839	1
1784	2086	1
1839	3	1
1839	39	1
1839	132	1
1839	152	1
1839	265	1
1839	494	1
1839	845	1
1839	992	1
1839	1009	1
1839	1039	1
1839	1383	1
1839	1458	1
1839	1533	1
1839	1616	1
1839	1646	1
1839	1767	1
1839	1784	1
1839	2086	1
130	960	1
130	1399	1
130	1416	1
130	1567	1
130	1610	1
130	1630	1
130	1669	1
130	1690	1
130	1710	1
1399	130	1
1399	960	1
1399	1416	1
1399	1567	1
1399	1610	1
1399	1630	1
1399	1669	1
1399	1690	1
1399	1710	1
1416	130	1
1416	960	1
1416	1399	1
1416	1567	1
1416	1610	1
1416	1630	1
1416	1669	1
1416	1690	1
1416	1710	1
1567	130	1
1567	960	1
1567	1399	1
1567	1416	1
1567	1610	1
1567	1630	1
1567	1669	1
1567	1690	1
1567	1710	1
1610	130	1
1610	960	1
1610	1399	1
1610	1416	1
1610	1567	1
1610	1630	1
1610	1669	1
1610	1690	1
1610	1710	1
1630	130	1
1630	960	1
1630	1399	1
1630	1416	1
1630	1567	1
1630	1610	1
1630	1669	1
1630	1690	1
1630	1710	1
1669	130	1
1669	960	1
1669	1399	1
1669	1416	1
1669	1567	1
1669	1610	1
1669	1630	1
1669	1690	1
1669	1710	1
1690	130	1
1690	960	1
1690	1399	1
1690	1416	1
1690	1567	1
1690	1610	1
1690	1630	1
1690	1669	1
1690	1710	1
1710	64	1
1710	130	1
1710	327	1
1710	376	1
1710	599	1
1710	848	1
1710	960	1
1710	1183	1
1710	1399	1
1710	1416	1
1710	1567	1
1710	1610	1
1710	1630	1
1710	1669	1
1710	1690	1
1710	1692	1
1710	1979	1
1710	2070	1
159	494	1
159	833	1
159	1175	1
159	1346	1
159	1517	1
159	1737	1
159	1834	1
159	2128	1
833	159	1
833	327	1
833	376	1
833	494	1
833	563	1
833	637	1
833	746	1
833	926	1
833	1175	1
833	1340	1
833	1346	1
833	1517	1
833	1737	1
833	1759	1
833	1801	1
833	1834	1
833	1902	1
833	2070	1
833	2109	1
833	2128	1
1175	159	1
1175	494	1
1175	833	1
1175	1346	1
1175	1517	1
1175	1737	1
1175	1834	1
1175	2128	1
1346	159	1
1346	494	1
1346	833	1
1346	1175	1
1346	1517	1
1346	1737	1
1346	1834	1
1346	2128	1
1517	25	1
1517	144	1
1517	159	1
1517	274	1
1517	327	1
1517	376	1
1517	494	1
1517	508	1
1517	615	1
1517	631	1
1517	691	1
1517	707	1
1517	833	1
1517	872	1
1517	931	1
1517	981	1
1517	1001	1
1517	1004	1
1517	1049	1
1517	1103	1
1517	1175	1
1517	1183	1
1517	1240	1
1517	1346	1
1517	1347	1
1517	1350	1
1517	1392	1
1517	1402	1
1517	1518	1
1517	1553	1
1517	1737	1
1517	1817	1
1517	1834	1
1517	1844	1
1517	1902	1
1517	1927	1
1517	2050	1
1517	2070	1
1517	2128	1
1517	2169	1
1737	159	1
1737	494	1
1737	833	1
1737	1175	1
1737	1346	1
1737	1517	1
1737	1834	1
1737	2128	1
1834	159	1
1834	494	1
1834	833	1
1834	1175	1
1834	1346	1
1834	1517	1
1834	1737	1
1834	2128	1
2128	159	1
2128	494	1
2128	833	1
2128	1175	1
2128	1346	1
2128	1517	1
2128	1737	1
2128	1834	1
112	330	1
112	384	1
112	525	1
112	564	1
112	599	1
112	906	1
112	984	1
112	992	1
112	1003	1
112	1227	1
112	1822	1
330	112	1
330	384	1
330	525	1
330	564	1
330	599	1
330	906	1
330	984	1
330	992	1
330	1003	1
330	1227	1
330	1822	1
355	992	1
355	1003	1
355	1498	1
384	112	1
384	330	1
384	525	1
384	564	1
384	599	1
384	906	1
384	984	1
384	992	1
384	1003	1
384	1227	1
384	1587	1
384	1616	1
384	1822	1
384	1979	1
384	2066	1
384	2068	1
384	2069	1
384	2151	1
525	112	1
525	330	1
525	384	1
525	564	1
525	599	1
525	906	1
525	984	1
525	992	1
525	1003	1
525	1227	1
525	1822	1
564	112	1
564	330	1
564	384	1
564	525	1
564	599	1
564	906	1
564	984	1
564	992	1
564	1003	1
564	1227	1
564	1822	1
599	24	1
599	64	1
599	112	1
599	327	1
599	328	1
599	330	1
599	376	1
599	384	1
599	431	1
599	525	1
599	537	1
599	564	1
599	769	1
599	811	1
599	848	1
599	906	1
599	957	1
599	984	1
599	992	1
599	1003	1
599	1177	1
599	1183	1
599	1227	1
599	1252	1
599	1440	1
599	1534	1
599	1692	1
599	1710	1
599	1717	1
599	1822	1
599	1933	1
599	1950	1
599	1979	1
599	2062	1
599	2066	1
599	2070	1
599	2079	1
599	2219	1
599	2252	1
599	2253	1
906	112	1
906	330	1
906	384	1
906	525	1
906	564	1
906	599	1
906	984	1
906	992	1
906	1003	1
906	1227	1
906	1822	1
984	112	1
984	330	1
984	384	1
984	525	1
984	564	1
984	599	1
984	906	1
984	992	1
984	1003	1
984	1227	1
984	1822	1
1003	112	1
1003	330	1
1003	355	1
1003	384	1
1003	525	1
1003	564	1
1003	599	1
1003	906	1
1003	984	1
1003	992	1
1003	1227	1
1003	1498	1
1003	1822	1
1227	112	1
1227	330	1
1227	384	1
1227	525	1
1227	564	1
1227	599	1
1227	906	1
1227	984	1
1227	992	1
1227	1003	1
1227	1822	1
1498	355	1
1498	992	1
1498	1003	1
1822	112	1
1822	330	1
1822	384	1
1822	525	1
1822	564	1
1822	599	1
1822	906	1
1822	984	1
1822	992	1
1822	1003	1
1822	1227	1
1587	384	1
1587	1616	1
1587	1979	1
1587	2066	1
1587	2068	1
1587	2069	1
1587	2151	1
1979	24	1
1979	64	1
1979	77	1
1979	145	1
1979	168	1
1979	274	1
1979	293	1
1979	327	1
1979	328	1
1979	376	1
1979	384	1
1979	431	1
1979	469	1
1979	501	1
1979	537	1
1979	586	1
1979	599	1
1979	606	1
1979	691	1
1979	753	1
1979	757	1
1979	769	1
1979	802	1
1979	805	1
1979	811	1
1979	848	1
1979	850	1
1979	929	1
1979	931	1
1979	957	1
1979	1049	1
1979	1086	1
1979	1093	1
1979	1177	1
1979	1183	1
1979	1252	1
1979	1290	1
1979	1340	1
1979	1440	1
1979	1534	1
1979	1587	1
1979	1611	1
1979	1616	1
1979	1692	1
1979	1710	1
1979	1717	1
1979	1736	1
1979	1794	1
1979	1817	1
1979	1828	1
1979	1832	1
1979	1933	1
1979	1950	1
1979	1997	1
1979	2027	1
1979	2050	1
1979	2062	1
1979	2066	1
1979	2067	1
1979	2068	1
1979	2069	1
1979	2070	1
1979	2079	1
1979	2151	1
1979	2219	1
1979	2252	1
1979	2253	1
2066	24	1
2066	64	1
2066	145	1
2066	328	1
2066	376	1
2066	384	1
2066	431	1
2066	537	1
2066	586	1
2066	599	1
2066	757	1
2066	769	1
2066	811	1
2066	929	1
2066	957	1
2066	1177	1
2066	1252	1
2066	1440	1
2066	1534	1
2066	1587	1
2066	1616	1
2066	1637	1
2066	1692	1
2066	1717	1
2066	1794	1
2066	1933	1
2066	1950	1
2066	1979	1
2066	2027	1
2066	2043	1
2066	2062	1
2066	2067	1
2066	2068	1
2066	2069	1
2066	2070	1
2066	2079	1
2066	2151	1
2066	2219	1
2066	2252	1
2066	2253	1
2068	384	1
2068	1587	1
2068	1616	1
2068	1979	1
2068	2066	1
2068	2069	1
2068	2151	1
2069	384	1
2069	1587	1
2069	1616	1
2069	1979	1
2069	2066	1
2069	2068	1
2069	2151	1
2151	384	1
2151	1587	1
2151	1616	1
2151	1979	1
2151	2066	1
2151	2068	1
2151	2069	1
64	327	1
64	376	1
64	431	1
64	599	1
64	811	1
64	848	1
64	1183	1
64	1534	1
64	1637	1
64	1692	1
64	1710	1
64	1933	1
64	1979	1
64	2043	1
64	2066	1
64	2070	1
64	2079	1
64	2253	1
327	25	1
327	64	1
327	77	1
327	144	1
327	145	1
327	168	1
327	274	1
327	293	1
327	376	1
327	508	1
327	563	1
327	586	1
327	599	1
327	615	1
327	631	1
327	637	1
327	691	1
327	707	1
327	746	1
327	753	1
327	757	1
327	802	1
327	833	1
327	848	1
327	872	1
327	926	1
327	929	1
327	931	1
327	981	1
327	1001	1
327	1004	1
327	1049	1
327	1086	1
327	1093	1
327	1103	1
327	1183	1
327	1240	1
327	1340	1
327	1347	1
327	1350	1
327	1392	1
327	1402	1
327	1517	1
327	1518	1
327	1553	1
327	1611	1
327	1692	1
327	1710	1
327	1736	1
327	1759	1
327	1794	1
327	1801	1
327	1817	1
327	1828	1
327	1844	1
327	1902	1
327	1927	1
327	1979	1
327	1997	1
327	2027	1
327	2050	1
327	2070	1
327	2109	1
327	2169	1
376	25	1
376	64	1
376	77	1
376	79	1
376	82	1
376	88	1
376	144	1
376	145	1
376	168	1
376	274	1
376	293	1
376	327	1
376	501	1
376	508	1
376	563	1
376	586	1
376	599	1
376	615	1
376	631	1
376	637	1
376	691	1
376	707	1
376	746	1
376	753	1
376	757	1
376	802	1
376	833	1
376	848	1
376	872	1
376	926	1
376	929	1
376	931	1
376	981	1
376	1001	1
376	1004	1
376	1049	1
376	1086	1
376	1093	1
376	1103	1
376	1183	1
376	1240	1
376	1290	1
376	1340	1
376	1347	1
376	1350	1
376	1392	1
376	1402	1
376	1517	1
376	1518	1
376	1553	1
376	1611	1
376	1692	1
376	1710	1
376	1736	1
376	1759	1
376	1794	1
376	1801	1
376	1817	1
376	1828	1
376	1844	1
376	1902	1
376	1927	1
376	1979	1
376	1997	1
376	2027	1
376	2050	1
376	2066	1
376	2067	1
376	2070	1
376	2109	1
376	2169	1
848	64	1
848	327	1
848	376	1
848	599	1
848	1183	1
848	1692	1
848	1710	1
848	1979	1
848	2070	1
1183	25	1
1183	64	1
1183	77	1
1183	79	1
1183	82	1
1183	88	1
1183	144	1
1183	145	1
1183	168	1
1183	274	1
1183	293	1
1183	327	1
1183	376	1
1183	508	1
1183	586	1
1183	599	1
1183	615	1
1183	631	1
1183	691	1
1183	707	1
1183	753	1
1183	757	1
1183	802	1
1183	848	1
1183	872	1
1183	929	1
1183	931	1
1183	981	1
1183	1001	1
1183	1004	1
1183	1049	1
1183	1086	1
1183	1093	1
1183	1103	1
1183	1240	1
1183	1340	1
1183	1347	1
1183	1350	1
1183	1392	1
1183	1402	1
1183	1517	1
1183	1518	1
1183	1553	1
1183	1611	1
1183	1692	1
1183	1710	1
1183	1736	1
1183	1794	1
1183	1817	1
1183	1828	1
1183	1844	1
1183	1902	1
1183	1927	1
1183	1979	1
1183	1997	1
1183	2027	1
1183	2050	1
1183	2070	1
1183	2169	1
1692	64	1
1692	77	1
1692	145	1
1692	168	1
1692	274	1
1692	293	1
1692	327	1
1692	376	1
1692	554	1
1692	586	1
1692	599	1
1692	617	1
1692	691	1
1692	753	1
1692	757	1
1692	802	1
1692	848	1
1692	929	1
1692	931	1
1692	936	1
1692	1044	1
1692	1049	1
1692	1086	1
1692	1093	1
1692	1183	1
1692	1289	1
1692	1611	1
1692	1710	1
1692	1736	1
1692	1793	1
1692	1794	1
1692	1817	1
1692	1828	1
1692	1861	1
1692	1979	1
1692	1997	1
1692	2026	1
1692	2027	1
1692	2050	1
1692	2066	1
1692	2067	1
1692	2070	1
1692	2109	1
1692	2206	1
2070	25	1
2070	64	1
2070	77	1
2070	79	1
2070	82	1
2070	88	1
2070	144	1
2070	145	1
2070	274	1
2070	327	1
2070	376	1
2070	508	1
2070	563	1
2070	586	1
2070	599	1
2070	606	1
2070	615	1
2070	631	1
2070	637	1
2070	691	1
2070	707	1
2070	746	1
2070	757	1
2070	805	1
2070	833	1
2070	848	1
2070	850	1
2070	872	1
2070	926	1
2070	929	1
2070	931	1
2070	981	1
2070	1001	1
2070	1004	1
2070	1049	1
2070	1103	1
2070	1183	1
2070	1240	1
2070	1340	1
2070	1347	1
2070	1350	1
2070	1392	1
2070	1402	1
2070	1517	1
2070	1518	1
2070	1553	1
2070	1692	1
2070	1710	1
2070	1759	1
2070	1794	1
2070	1801	1
2070	1817	1
2070	1832	1
2070	1844	1
2070	1902	1
2070	1927	1
2070	1979	1
2070	2027	1
2070	2050	1
2070	2066	1
2070	2067	1
2070	2109	1
2070	2169	1
563	327	1
563	376	1
563	637	1
563	746	1
563	833	1
563	926	1
563	1340	1
563	1759	1
563	1801	1
563	1902	1
563	2070	1
563	2109	1
637	327	1
637	376	1
637	563	1
637	746	1
637	833	1
637	926	1
637	1340	1
637	1759	1
637	1801	1
637	1902	1
637	2070	1
637	2109	1
746	327	1
746	376	1
746	563	1
746	637	1
746	833	1
746	926	1
746	1340	1
746	1759	1
746	1801	1
746	1902	1
746	2070	1
746	2109	1
926	327	1
926	376	1
926	563	1
926	637	1
926	746	1
926	833	1
926	1340	1
926	1759	1
926	1801	1
926	1902	1
926	2070	1
926	2109	1
1340	77	1
1340	79	1
1340	82	1
1340	88	1
1340	145	1
1340	327	1
1340	376	1
1340	431	1
1340	469	1
1340	563	1
1340	637	1
